input_key,domains,mode_supported,source_type,instrument_family,instrument_subgroup,direct_question_needed,derivable_from_answers,derivation_rule_summary,system_filled,presence_flag,can_be_asked_to_caregiver,can_be_asked_to_psychologist,requires_child_response,can_be_administered_by_caregiver,can_be_administered_by_psychologist,future_optional_full_caregiver_candidate,allowed_if_unknown,unknown_handling_rule,model_criticality,output_criticality,current_mapping_status,exact_legacy_equivalence_status,notes
age_years,adhd|anxiety|conduct|depression|elimination,both,general,Demographics,demographics,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,no,required demographic,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_04,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_05,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_06,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_07,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_08,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_09,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_10,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_11,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_12,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_13,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_14,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_15,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_16,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_17,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_18,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_19,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_20,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_21,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_22,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_23,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_24,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_25,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_conduct_problems,adhd|anxiety|conduct|depression|elimination,both,general,SDQ,sdq,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_emotional_symptoms,adhd|anxiety|conduct|depression|elimination,both,general,SDQ,sdq,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_hyperactivity_inattention,adhd|anxiety|conduct|depression|elimination,both,general,SDQ,sdq,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_impact,adhd|anxiety|conduct|depression|elimination,both,general,SDQ,sdq,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_peer_problems,adhd|anxiety|depression,both,general,SDQ,sdq,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_prosocial_behavior,adhd|anxiety|depression,both,general,SDQ,sdq,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_total_difficulties,adhd|anxiety|conduct|depression|elimination,both,general,SDQ,sdq,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sex_assigned_at_birth,adhd|anxiety|conduct|depression|elimination,both,general,Demographics,demographics,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,no,required demographic,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
site,adhd|anxiety|conduct|elimination,both,general,Demographics,demographics,yes,no,n/a,yes,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
swan_hyperactive_impulsive_total,adhd,both,score_derivado,SWAN,swan,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
swan_inattention_total,adhd,both,score_derivado,SWAN,swan,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
swan_total,adhd,both,score_derivado,SWAN,swan,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
ysr_aggressive_behavior_proxy,adhd,psychologist,score_derivado,YSR,ysr,no,yes,sum/aggregate from items,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
ysr_anxious_depressed_proxy,adhd,psychologist,score_derivado,YSR,ysr,no,yes,sum/aggregate from items,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
ysr_attention_problems_proxy,adhd,psychologist,score_derivado,YSR,ysr,no,yes,sum/aggregate from items,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
ysr_externalizing_proxy,adhd,psychologist,score_derivado,YSR,ysr,no,yes,sum/aggregate from items,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
ysr_internalizing_proxy,adhd,psychologist,score_derivado,YSR,ysr,no,yes,sum/aggregate from items,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
ysr_rule_breaking_proxy,adhd,psychologist,score_derivado,YSR,ysr,no,yes,sum/aggregate from items,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
