feature,feature_label_human,feature_description,layer,domain,domains_final,module,criterion_ref,source_label,instrument_or_source,feature_type,feature_role,dataset_class,questionnaire_class,respondability_group,respondent_expected,administered_by,caregiver_answerable_yes_no,psychologist_answerable_yes_no,must_be_self_report_yes_no,is_direct_input,is_transparent_derived,show_in_questionnaire_yes_no,derivable_if_not_shown_yes_no,requires_exact_item_wording,requires_clinician_administration,requires_child_self_report,requires_internal_scoring,questionnaire_section_suggested,questionnaire_subsection_suggested,question_text_needed_yes_no,input_needed_for_adhd,input_needed_for_conduct,input_needed_for_elimination,input_needed_for_anxiety,input_needed_for_depression,include_caregiver_1_3,include_caregiver_2_3,include_caregiver_full,include_psychologist_1_3,include_psychologist_2_3,include_psychologist_full,caregiver_rank,psychologist_rank,caregiver_priority_bucket,psychologist_priority_bucket,derived_from_features,internal_scoring_formula_summary,selection_rationale,notes
eng_adhd_context_spread,Eng adhd context spread,Input Eng adhd context spread used by active hybrid models.,dsm5,adhd,adhd|conduct|elimination|anxiety,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,adhd,,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,por_confirmar,internal composite from valid questionnaire inputs (por_confirmar exact formula),active model input coverage,
eng_adhd_core_mean,Eng adhd core mean,Input Eng adhd core mean used by active hybrid models.,dsm5,adhd,adhd|conduct|elimination|anxiety,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,adhd,,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,por_confirmar,internal composite from valid questionnaire inputs (por_confirmar exact formula),active model input coverage,
eng_anxiety_core_mean,Eng anxiety core mean,Input Eng anxiety core mean used by active hybrid models.,dsm5,adhd,adhd|conduct|elimination|anxiety,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,adhd,,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,por_confirmar,internal composite from valid questionnaire inputs (por_confirmar exact formula),active model input coverage,
eng_conduct_core_mean,Eng conduct core mean,Input Eng conduct core mean used by active hybrid models.,dsm5,adhd,adhd|conduct|elimination|anxiety,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,adhd,,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,por_confirmar,internal composite from valid questionnaire inputs (por_confirmar exact formula),active model input coverage,
eng_depression_core_mean,Eng depression core mean,Input Eng depression core mean used by active hybrid models.,dsm5,adhd,adhd|conduct|elimination|anxiety,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,adhd,,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,por_confirmar,internal composite from valid questionnaire inputs (por_confirmar exact formula),active model input coverage,
eng_elimination_intensity,Eng elimination intensity,Input Eng elimination intensity used by active hybrid models.,dsm5,adhd,adhd|conduct|elimination|anxiety,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,adhd,,no,yes,yes,yes,yes,no,no,no,no,no,no,no,,,,,por_confirmar,internal composite from valid questionnaire inputs (por_confirmar exact formula),active model input coverage,
eng_externalizing_index,Eng externalizing index,Input Eng externalizing index used by active hybrid models.,dsm5,adhd,adhd|conduct|elimination|anxiety,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,adhd,,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,por_confirmar,internal composite from valid questionnaire inputs (por_confirmar exact formula),active model input coverage,
eng_internalizing_index,Eng internalizing index,Input Eng internalizing index used by active hybrid models.,dsm5,adhd,adhd|conduct|elimination|anxiety,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,adhd,,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,por_confirmar,internal composite from valid questionnaire inputs (por_confirmar exact formula),active model input coverage,
eng_mood_discrepancy,Eng mood discrepancy,Input Eng mood discrepancy used by active hybrid models.,dsm5,adhd,adhd|conduct|elimination|anxiety,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,adhd,,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,por_confirmar,internal composite from valid questionnaire inputs (por_confirmar exact formula),active model input coverage,
engv3_adhd_balance_diff,Engv3 adhd balance diff,Input Engv3 adhd balance diff used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,engv3_adhd_inatt_count|engv3_adhd_hyp_count,diff: inatt-hyp count diff,active model input coverage,
engv3_adhd_balance_ratio,Engv3 adhd balance ratio,Input Engv3 adhd balance ratio used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,engv3_adhd_inatt_count|engv3_adhd_hyp_count,ratio: inatt/hyp ratio,active model input coverage,
engv3_adhd_hyp_count,Engv3 adhd hyp count,Input Engv3 adhd hyp count used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes,sum: hyper/impulsive count,active model input coverage,
engv3_adhd_hyp_mean,Engv3 adhd hyp mean,Input Engv3 adhd hyp mean used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes,mean: hyper/impulsive mean,active model input coverage,
engv3_adhd_inatt_count,Engv3 adhd inatt count,Input Engv3 adhd inatt count used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities,sum: inattention count,active model input coverage,
engv3_adhd_inatt_mean,Engv3 adhd inatt mean,Input Engv3 adhd inatt mean used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities,mean: inattention mean,active model input coverage,
engv3_anx_module_diversity,Engv3 anx module diversity,Input Engv3 anx module diversity used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,engv3_anx_pdd_count,count_nonzero: modules with any symptom,active model input coverage,
engv3_anx_pdd_count,Engv3 anx pdd count,Input Engv3 anx pdd count used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness,sum: pdd_ count,active model input coverage,
engv3_anx_symptom_count,Engv3 anx symptom count,Input Engv3 anx symptom count used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness,sum: anxiety symptom count,active model input coverage,
engv3_anx_symptom_mean,Engv3 anx symptom mean,Input Engv3 anx symptom mean used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness,mean: anxiety symptom mean,active model input coverage,
engv3_encopresis_burden,Engv3 encopresis burden,Input Engv3 encopresis burden used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,encopresis_event_frequency_per_month|encopresis_duration_months_consecutive,product: encopresis burden,active model input coverage,
engv3_enuresis_burden,Engv3 enuresis burden,Input Engv3 enuresis burden used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,enuresis_event_frequency_per_week|enuresis_duration_months_consecutive,product: enuresis burden,active model input coverage,
engv3_enuresis_distress,Engv3 enuresis distress,Input Engv3 enuresis distress used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,enuresis_distress_impairment,copy: enuresis distress,active model input coverage,
engv3_mdd_core_count,Engv3 mdd core count,Input Engv3 mdd core count used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure,sum: mdd core count,active model input coverage,
engv3_mdd_core_ratio,Engv3 mdd core ratio,Input Engv3 mdd core ratio used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,engv3_mdd_core_count|engv3_mdd_symptom_count,ratio: core/total ratio,active model input coverage,
engv3_mdd_duration_x_impair,Engv3 mdd duration x impair,Input Engv3 mdd duration x impair used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,mdd_duration_weeks|mdd_impairment,product: duration*impairment,active model input coverage,
engv3_mdd_symptom_count,Engv3 mdd symptom count,Input Engv3 mdd symptom count used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts,sum: mdd symptom count,active model input coverage,
engv3_mdd_symptom_mean,Engv3 mdd symptom mean,Input Engv3 mdd symptom mean used by active hybrid models.,dsm5,elimination,elimination,,,engineered_internal,por_confirmar,engineered_internal,internal_composite,model_input,derived_internal,both,both,both,yes,yes,no,no,yes,no,yes,no,no,no,yes,elimination,,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts,mean: mdd symptom mean,active model input coverage,
enuresis_age_ge_5,Enuresis age ge 5,Input for enuresis - Enuresis age ge 5,dsm5,Elimination,Elimination,enuresis,enuresis_C,dsm5,por_confirmar,age_gate,age_gate,model_input,transparent_derived,transparent_derived,system,caregiver_or_psychologist,no,yes,no,no,yes,no,yes,no,no,no,yes,por_confirmar,por_confirmar,no,no,no,no,no,no,no,no,no,no,no,no,,,por_confirmar,por_confirmar,transparent from related direct items,internal transparent aggregation,derived from available contracts and priority matrix,
enuresis_distress_impairment,Enuresis distress impairment,Input for enuresis - Enuresis distress impairment,dsm5,adhd,adhd|elimination|depression,enuresis,enuresis_B,dsm5,dsm5,impairment_item,impairment_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,no,72.0,72.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,
enuresis_diurnal,Enuresis diurnal,Input for enuresis - Enuresis diurnal,dsm5,adhd,adhd|elimination|depression,enuresis,specifier,dsm5,dsm5,specifier_item,specifier_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,143.0,169.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa subtype; respondible por ambos roles,
enuresis_duration_months_consecutive,Enuresis duration months consecutive,Input for enuresis - Enuresis duration months consecutive,dsm5,adhd,adhd|elimination|depression,enuresis,enuresis_B,dsm5,dsm5,duration_item,duration_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,90.0,90.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,
enuresis_event_frequency_per_week,Enuresis event frequency per week,Input for enuresis - Enuresis event frequency per week,dsm5,adhd,adhd|elimination|anxiety|depression,enuresis,enuresis_B,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,37.0,37.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
enuresis_nocturnal,Enuresis nocturnal,Input for enuresis - Enuresis nocturnal,dsm5,adhd,adhd|elimination|depression,enuresis,specifier,dsm5,dsm5,specifier_item,specifier_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,144.0,170.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa subtype; respondible por ambos roles,
enuresis_not_due_substance_medical,Enuresis not due substance medical,Input for enuresis - Enuresis not due substance medical,dsm5,adhd,adhd|elimination|depression,enuresis,enuresis_D,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,no,yes,no,no,no,no,yes,yes,,131.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,
enuresis_primary_course,Enuresis primary course,Input for enuresis - Enuresis primary course,dsm5,adhd,adhd|elimination|depression,enuresis,course,dsm5,dsm5,course_item,course_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,146.0,178.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 low; capa course; respondible por ambos roles,
enuresis_secondary_course,Enuresis secondary course,Input for enuresis - Enuresis secondary course,dsm5,adhd,adhd|elimination|depression,enuresis,course,dsm5,dsm5,course_item,course_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,147.0,179.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 low; capa course; respondible por ambos roles,
gad_assoc_01_restlessness,Gad assoc 01 restlessness,Input for generalized_anxiety - Gad assoc 01 restlessness,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_C,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,73.0,73.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa associated_symptom; respondible por ambos roles,
gad_assoc_02_fatigue,Gad assoc 02 fatigue,Input for generalized_anxiety - Gad assoc 02 fatigue,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_C,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,74.0,74.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa associated_symptom; respondible por ambos roles,
gad_assoc_03_concentration_difficulty,Gad assoc 03 concentration difficulty,Input for generalized_anxiety - Gad assoc 03 concentration difficulty,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_C,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,75.0,75.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa associated_symptom; respondible por ambos roles,
gad_assoc_04_irritability,Gad assoc 04 irritability,Input for generalized_anxiety - Gad assoc 04 irritability,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_C,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,76.0,76.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa associated_symptom; respondible por ambos roles,
gad_assoc_05_muscle_tension,Gad assoc 05 muscle tension,Input for generalized_anxiety - Gad assoc 05 muscle tension,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_C,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,77.0,77.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa associated_symptom; respondible por ambos roles,
gad_assoc_06_sleep_problems,Gad assoc 06 sleep problems,Input for generalized_anxiety - Gad assoc 06 sleep problems,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_C,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,78.0,78.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa associated_symptom; respondible por ambos roles,
gad_assoc_symptom_count,Gad assoc symptom count,Input for generalized_anxiety - Gad assoc symptom count,dsm5,Anxiety,Anxiety,generalized_anxiety,GAD_C,dsm5,por_confirmar,derived_count,derived_count,model_input,transparent_derived,transparent_derived,system,caregiver_or_psychologist,no,yes,no,no,yes,no,yes,no,no,no,yes,por_confirmar,por_confirmar,no,no,no,no,no,no,no,no,no,no,no,no,,,por_confirmar,por_confirmar,transparent from related direct items,internal transparent aggregation,derived from available contracts and priority matrix,
gad_difficulty_controlling_worry,Gad difficulty controlling worry,Input for generalized_anxiety - Gad difficulty controlling worry,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_B,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,38.0,38.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
gad_duration_months,Gad duration months,Input for generalized_anxiety - Gad duration months,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_A,dsm5,dsm5,duration_item,duration_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,91.0,91.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,
gad_excessive_worry_multiple_areas,Gad excessive worry multiple areas,Input for generalized_anxiety - Gad excessive worry multiple areas,dsm5,adhd,adhd|anxiety|depression,generalized_anxiety,GAD_A,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,39.0,39.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
gad_impairment,Gad impairment,Input for generalized_anxiety - Gad impairment,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_D,dsm5,dsm5,impairment_item,impairment_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,79.0,79.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,
gad_not_better_explained,Gad not better explained,Input for generalized_anxiety - Gad not better explained,dsm5,adhd,adhd|depression,generalized_anxiety,GAD_F,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,no,no,no,yes,,132.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,
gad_not_due_substance_medical,Gad not due substance medical,Input for generalized_anxiety - Gad not due substance medical,dsm5,adhd,adhd|depression,generalized_anxiety,GAD_E,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,no,no,no,yes,,133.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,
mdd_01_depressed_or_irritable_mood,Mdd 01 depressed or irritable mood,Input for major_depressive_episode - Mdd 01 depressed or irritable mood,dsm5,adhd,adhd|elimination|anxiety|depression,major_depressive_episode,MDD_A1,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,40.0,40.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
mdd_02_loss_of_interest_or_pleasure,Mdd 02 loss of interest or pleasure,Input for major_depressive_episode - Mdd 02 loss of interest or pleasure,dsm5,adhd,adhd|anxiety|depression,major_depressive_episode,MDD_A2,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,41.0,41.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
