feature_name,source_table,source_column,semantic_relation_to_target,risk_level,why_flagged,suggested_action,corr_target
asr_077,asr,asr_077,weak_or_none,low,general_feature,keep,0.0
asr_078,asr,asr_078,weak_or_none,low,general_feature,keep,0.0
asr_079,asr,asr_079,weak_or_none,low,general_feature,keep,0.0
asr_080,asr,asr_080,weak_or_none,low,general_feature,keep,0.0
asr_081,asr,asr_081,weak_or_none,low,general_feature,keep,0.0
asr_082,asr,asr_082,weak_or_none,low,general_feature,keep,0.0
asr_083,asr,asr_083,weak_or_none,low,general_feature,keep,0.0
asr_084,asr,asr_084,weak_or_none,low,general_feature,keep,0.0
asr_085,asr,asr_085,weak_or_none,low,general_feature,keep,0.0
asr_086,asr,asr_086,weak_or_none,low,general_feature,keep,0.0
asr_087,asr,asr_087,weak_or_none,low,general_feature,keep,0.0
asr_088,asr,asr_088,weak_or_none,low,general_feature,keep,0.0
asr_089,asr,asr_089,weak_or_none,low,general_feature,keep,0.0
asr_090,asr,asr_090,weak_or_none,low,general_feature,keep,0.0
asr_091,asr,asr_091,weak_or_none,low,general_feature,keep,0.0
asr_092,asr,asr_092,weak_or_none,low,general_feature,keep,0.0
asr_093,asr,asr_093,weak_or_none,low,general_feature,keep,0.0
asr_094,asr,asr_094,weak_or_none,low,general_feature,keep,0.0
asr_095,asr,asr_095,weak_or_none,low,general_feature,keep,0.0
asr_096,asr,asr_096,weak_or_none,low,general_feature,keep,0.0
asr_097,asr,asr_097,weak_or_none,low,general_feature,keep,0.0
asr_098,asr,asr_098,weak_or_none,low,general_feature,keep,0.0
asr_099,asr,asr_099,weak_or_none,low,general_feature,keep,0.0
asr_100,asr,asr_100,weak_or_none,low,general_feature,keep,0.0
asr_101,asr,asr_101,weak_or_none,low,general_feature,keep,0.0
asr_102,asr,asr_102,weak_or_none,low,general_feature,keep,0.0
asr_103,asr,asr_103,weak_or_none,low,general_feature,keep,0.0
asr_104,asr,asr_104,weak_or_none,low,general_feature,keep,0.0
asr_105,asr,asr_105,weak_or_none,low,general_feature,keep,0.0
asr_106,asr,asr_106,weak_or_none,low,general_feature,keep,0.0
asr_107,asr,asr_107,weak_or_none,low,general_feature,keep,0.0
asr_108,asr,asr_108,weak_or_none,low,general_feature,keep,0.0
asr_109,asr,asr_109,weak_or_none,low,general_feature,keep,0.0
asr_110,asr,asr_110,weak_or_none,low,general_feature,keep,0.0
asr_111,asr,asr_111,weak_or_none,low,general_feature,keep,0.0
asr_112,asr,asr_112,weak_or_none,low,general_feature,keep,0.0
asr_113,asr,asr_113,weak_or_none,low,general_feature,keep,0.0
asr_114,asr,asr_114,weak_or_none,low,general_feature,keep,0.0
asr_115,asr,asr_115,weak_or_none,low,general_feature,keep,0.0
asr_116,asr,asr_116,weak_or_none,low,general_feature,keep,0.0
asr_117,asr,asr_117,weak_or_none,low,general_feature,keep,0.0
asr_118,asr,asr_118,weak_or_none,low,general_feature,keep,0.0
asr_119,asr,asr_119,weak_or_none,low,general_feature,keep,0.0
asr_120,asr,asr_120,weak_or_none,low,general_feature,keep,0.0
asr_121,asr,asr_121,weak_or_none,low,general_feature,keep,0.0
asr_122,asr,asr_122,weak_or_none,low,general_feature,keep,0.0
asr_123,asr,asr_123,weak_or_none,low,general_feature,keep,0.0
asr_124,asr,asr_124,weak_or_none,low,general_feature,keep,0.0
asr_125,asr,asr_125,weak_or_none,low,general_feature,keep,0.0
asr_126,asr,asr_126,weak_or_none,low,general_feature,keep,0.0
asr_anxious_depressed_proxy,asr,asr_anxious_depressed_proxy,weak_or_none,low,general_feature,keep,0.0
asr_attention_problems_proxy,asr,asr_attention_problems_proxy,weak_or_none,low,general_feature,keep,0.0
asr_rule_breaking_proxy,asr,asr_rule_breaking_proxy,weak_or_none,low,general_feature,keep,0.0
asr_aggressive_behavior_proxy,asr,asr_aggressive_behavior_proxy,weak_or_none,low,general_feature,keep,0.0
asr_internalizing_proxy,asr,asr_internalizing_proxy,weak_or_none,low,general_feature,keep,0.0
asr_externalizing_proxy,asr,asr_externalizing_proxy,weak_or_none,low,general_feature,keep,0.0
bdi_01,bdi,bdi_01,weak_or_none,low,general_feature,keep,0.0
bdi_02,bdi,bdi_02,weak_or_none,low,general_feature,keep,0.0
bdi_03,bdi,bdi_03,weak_or_none,low,general_feature,keep,0.0
bdi_04,bdi,bdi_04,weak_or_none,low,general_feature,keep,0.0
bdi_05,bdi,bdi_05,weak_or_none,low,general_feature,keep,0.0
bdi_06,bdi,bdi_06,weak_or_none,low,general_feature,keep,0.0
bdi_07,bdi,bdi_07,weak_or_none,low,general_feature,keep,0.0
bdi_08,bdi,bdi_08,weak_or_none,low,general_feature,keep,0.0
bdi_09,bdi,bdi_09,weak_or_none,low,general_feature,keep,0.0
bdi_10,bdi,bdi_10,weak_or_none,low,general_feature,keep,0.0
bdi_11,bdi,bdi_11,weak_or_none,low,general_feature,keep,0.0
bdi_12,bdi,bdi_12,weak_or_none,low,general_feature,keep,0.0
bdi_13,bdi,bdi_13,weak_or_none,low,general_feature,keep,0.0
bdi_14,bdi,bdi_14,weak_or_none,low,general_feature,keep,0.0
bdi_15,bdi,bdi_15,weak_or_none,low,general_feature,keep,0.0
bdi_16,bdi,bdi_16,weak_or_none,low,general_feature,keep,0.0
bdi_17,bdi,bdi_17,weak_or_none,low,general_feature,keep,0.0
bdi_18,bdi,bdi_18,weak_or_none,low,general_feature,keep,0.0
bdi_19,bdi,bdi_19,weak_or_none,low,general_feature,keep,0.0
bdi_20,bdi,bdi_20,weak_or_none,low,general_feature,keep,0.0
bdi_21,bdi,bdi_21,weak_or_none,low,general_feature,keep,0.0
bdi_total,bdi,bdi_total,weak_or_none,low,general_feature,keep,0.0
caars_01,caars,caars_01,weak_or_none,low,general_feature,keep,0.0
caars_02,caars,caars_02,weak_or_none,low,general_feature,keep,0.0
caars_03,caars,caars_03,weak_or_none,low,general_feature,keep,0.0
caars_04,caars,caars_04,weak_or_none,low,general_feature,keep,0.0
caars_05,caars,caars_05,weak_or_none,low,general_feature,keep,0.0
caars_06,caars,caars_06,weak_or_none,low,general_feature,keep,0.0
caars_07,caars,caars_07,weak_or_none,low,general_feature,keep,0.0
caars_08,caars,caars_08,weak_or_none,low,general_feature,keep,0.0
caars_09,caars,caars_09,weak_or_none,low,general_feature,keep,0.0
caars_10,caars,caars_10,weak_or_none,low,general_feature,keep,0.0
caars_11,caars,caars_11,weak_or_none,low,general_feature,keep,0.0
caars_12,caars,caars_12,weak_or_none,low,general_feature,keep,0.0
caars_13,caars,caars_13,weak_or_none,low,general_feature,keep,0.0
caars_14,caars,caars_14,weak_or_none,low,general_feature,keep,0.0
caars_15,caars,caars_15,weak_or_none,low,general_feature,keep,0.0
caars_16,caars,caars_16,weak_or_none,low,general_feature,keep,0.0
caars_17,caars,caars_17,weak_or_none,low,general_feature,keep,0.0
caars_18,caars,caars_18,weak_or_none,low,general_feature,keep,0.0
caars_19,caars,caars_19,weak_or_none,low,general_feature,keep,0.0
caars_20,caars,caars_20,weak_or_none,low,general_feature,keep,0.0
caars_21,caars,caars_21,weak_or_none,low,general_feature,keep,0.0
caars_22,caars,caars_22,weak_or_none,low,general_feature,keep,0.0
caars_23,caars,caars_23,weak_or_none,low,general_feature,keep,0.0
caars_24,caars,caars_24,weak_or_none,low,general_feature,keep,0.0
caars_25,caars,caars_25,weak_or_none,low,general_feature,keep,0.0
caars_26,caars,caars_26,weak_or_none,low,general_feature,keep,0.0
caars_inattention_memory,caars,caars_inattention_memory,weak_or_none,low,general_feature,keep,0.0
caars_hyperactivity_restlessness,caars,caars_hyperactivity_restlessness,weak_or_none,low,general_feature,keep,0.0
caars_impulsivity_emotional_lability,caars,caars_impulsivity_emotional_lability,weak_or_none,low,general_feature,keep,0.0
caars_total,caars,caars_total,weak_or_none,low,general_feature,keep,0.0
stai_01,stai,stai_01,weak_or_none,low,general_feature,keep,0.0
stai_02,stai,stai_02,weak_or_none,low,general_feature,keep,0.0
stai_03,stai,stai_03,weak_or_none,low,general_feature,keep,0.0
stai_04,stai,stai_04,weak_or_none,low,general_feature,keep,0.0
stai_05,stai,stai_05,weak_or_none,low,general_feature,keep,0.0
stai_06,stai,stai_06,weak_or_none,low,general_feature,keep,0.0
stai_07,stai,stai_07,weak_or_none,low,general_feature,keep,0.0
stai_08,stai,stai_08,weak_or_none,low,general_feature,keep,0.0
stai_09,stai,stai_09,weak_or_none,low,general_feature,keep,0.0
stai_10,stai,stai_10,weak_or_none,low,general_feature,keep,0.0
stai_11,stai,stai_11,weak_or_none,low,general_feature,keep,0.0
stai_12,stai,stai_12,weak_or_none,low,general_feature,keep,0.0
stai_13,stai,stai_13,weak_or_none,low,general_feature,keep,0.0
stai_14,stai,stai_14,weak_or_none,low,general_feature,keep,0.0
stai_15,stai,stai_15,weak_or_none,low,general_feature,keep,0.0
stai_16,stai,stai_16,weak_or_none,low,general_feature,keep,0.0
stai_17,stai,stai_17,weak_or_none,low,general_feature,keep,0.0
stai_18,stai,stai_18,weak_or_none,low,general_feature,keep,0.0
stai_19,stai,stai_19,weak_or_none,low,general_feature,keep,0.0
stai_20,stai,stai_20,weak_or_none,low,general_feature,keep,0.0
stai_21,stai,stai_21,weak_or_none,low,general_feature,keep,0.0
stai_22,stai,stai_22,weak_or_none,low,general_feature,keep,0.0
stai_23,stai,stai_23,weak_or_none,low,general_feature,keep,0.0
stai_24,stai,stai_24,weak_or_none,low,general_feature,keep,0.0
stai_25,stai,stai_25,weak_or_none,low,general_feature,keep,0.0
stai_26,stai,stai_26,weak_or_none,low,general_feature,keep,0.0
stai_27,stai,stai_27,weak_or_none,low,general_feature,keep,0.0
stai_28,stai,stai_28,weak_or_none,low,general_feature,keep,0.0
stai_29,stai,stai_29,weak_or_none,low,general_feature,keep,0.0
stai_30,stai,stai_30,weak_or_none,low,general_feature,keep,0.0
stai_31,stai,stai_31,weak_or_none,low,general_feature,keep,0.0
stai_32,stai,stai_32,weak_or_none,low,general_feature,keep,0.0
stai_33,stai,stai_33,weak_or_none,low,general_feature,keep,0.0
stai_34,stai,stai_34,weak_or_none,low,general_feature,keep,0.0
stai_35,stai,stai_35,weak_or_none,low,general_feature,keep,0.0
stai_36,stai,stai_36,weak_or_none,low,general_feature,keep,0.0
stai_37,stai,stai_37,weak_or_none,low,general_feature,keep,0.0
stai_38,stai,stai_38,weak_or_none,low,general_feature,keep,0.0
stai_39,stai,stai_39,weak_or_none,low,general_feature,keep,0.0
stai_40,stai,stai_40,weak_or_none,low,general_feature,keep,0.0
stai_state_total,stai,stai_state_total,weak_or_none,low,general_feature,keep,0.0
stai_trait_total,stai,stai_trait_total,weak_or_none,low,general_feature,keep,0.0
stai_total,stai,stai_total,weak_or_none,low,general_feature,keep,0.0
q_items_total,q,q_items_total,weak_or_none,low,general_feature,keep,0.0
has_ari_p,has,has_ari_p,weak_or_none,moderate,availability_indicator,review,0.0
has_ari_sr,has,has_ari_sr,weak_or_none,moderate,availability_indicator,review,0.0
has_asr,has,has_asr,weak_or_none,moderate,availability_indicator,review,0.0
has_bdi,has,has_bdi,weak_or_none,moderate,availability_indicator,review,0.0
has_caars,has,has_caars,weak_or_none,moderate,availability_indicator,review,0.0
has_cbcl,has,has_cbcl,weak_or_none,moderate,availability_indicator,review,0.0
has_cdi,has,has_cdi,weak_or_none,moderate,availability_indicator,review,0.0
has_conners,has,has_conners,weak_or_none,moderate,availability_indicator,review,0.0
has_icut,has,has_icut,weak_or_none,moderate,availability_indicator,review,0.0
has_mfq_p,has,has_mfq_p,weak_or_none,moderate,availability_indicator,review,0.0
has_mfq_sr,has,has_mfq_sr,weak_or_none,moderate,availability_indicator,review,0.0
has_scared_p,has,has_scared_p,weak_or_none,moderate,availability_indicator,review,0.0
has_scared_sr,has,has_scared_sr,weak_or_none,moderate,availability_indicator,review,0.0
has_sdq,has,has_sdq,weak_or_none,moderate,availability_indicator,review,0.0
has_stai,has,has_stai,weak_or_none,moderate,availability_indicator,review,0.0
has_swan,has,has_swan,weak_or_none,moderate,availability_indicator,review,0.0
has_ysr,has,has_ysr,weak_or_none,moderate,availability_indicator,review,0.0
q_qi_0087,q,q_qi_0087,target_adjacent,high,questionnaire_item_may_be_close_to_normative_rule,review,0.7509764049617975
q_qi_0088,q,q_qi_0088,target_adjacent,high,questionnaire_item_may_be_close_to_normative_rule,review,0.7509764049617975
q_qi_0082,q,q_qi_0082,strong_proxy,high,questionnaire_item_may_be_close_to_normative_rule,review,0.7127823833528987
q_qi_0083,q,q_qi_0083,strong_proxy,high,questionnaire_item_may_be_close_to_normative_rule,review,0.7127823833528987
q_qi_0128,q,q_qi_0128,strong_proxy,high,questionnaire_item_may_be_close_to_normative_rule,review,0.611857205054652
q_qi_0022,q,q_qi_0022,strong_proxy,high,questionnaire_item_may_be_close_to_normative_rule,review,0.6107962036760874
q_qi_0081,q,q_qi_0081,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.54687840305345
q_qi_0172,q,q_qi_0172,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.54687840305345
q_qi_0173,q,q_qi_0173,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.54687840305345
q_qi_0174,q,q_qi_0174,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.54687840305345
q_qi_0175,q,q_qi_0175,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.54687840305345
q_qi_0176,q,q_qi_0176,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.54687840305345
q_qi_0028,q,q_qi_0028,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5380146330851345
q_qi_0029,q,q_qi_0029,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5380146330851345
q_qi_0030,q,q_qi_0030,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5380146330851345
q_qi_0094,q,q_qi_0094,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5346232119305834
q_qi_0107,q,q_qi_0107,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5346232119305834
q_qi_0119,q,q_qi_0119,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5346232119305834
q_qi_0180,q,q_qi_0180,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5107954738033851
q_qi_0182,q,q_qi_0182,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5107954738033851
q_qi_0049,q,q_qi_0049,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5093199937085641
q_qi_0129,q,q_qi_0129,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0130,q,q_qi_0130,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0131,q,q_qi_0131,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0132,q,q_qi_0132,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0133,q,q_qi_0133,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0134,q,q_qi_0134,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0135,q,q_qi_0135,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0136,q,q_qi_0136,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0137,q,q_qi_0137,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0159,q,q_qi_0159,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0160,q,q_qi_0160,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0161,q,q_qi_0161,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0162,q,q_qi_0162,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0163,q,q_qi_0163,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0164,q,q_qi_0164,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5070555881618234
q_qi_0056,q,q_qi_0056,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5063936807452931
q_qi_0057,q,q_qi_0057,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5063936807452931
q_qi_0040,q,q_qi_0040,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5063191387686939
q_qi_0045,q,q_qi_0045,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5055157171837374
q_qi_0079,q,q_qi_0079,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.5015193258125952
q_qi_0051,q,q_qi_0051,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,-0.49903365297478525
q_qi_0042,q,q_qi_0042,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4968272544562511
q_qi_0078,q,q_qi_0078,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.49528201975316444
q_qi_0061,q,q_qi_0061,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4938696774394269
q_qi_0053,q,q_qi_0053,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4864964418093582
q_qi_0039,q,q_qi_0039,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4800550068762198
q_qi_0043,q,q_qi_0043,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.47811038476443424
q_qi_0067,q,q_qi_0067,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,-0.4776188625875468
q_qi_0096,q,q_qi_0096,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.47306221377652713
q_qi_0097,q,q_qi_0097,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.47306221377652713
q_qi_0098,q,q_qi_0098,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.47306221377652713
q_qi_0099,q,q_qi_0099,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.47306221377652713
q_qi_0100,q,q_qi_0100,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.47306221377652713
q_qi_0101,q,q_qi_0101,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.47306221377652713
q_qi_0102,q,q_qi_0102,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.47306221377652713
q_qi_0103,q,q_qi_0103,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.47306221377652713
q_qi_0046,q,q_qi_0046,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.472286499834728
q_qi_0048,q,q_qi_0048,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.47150378369109874
q_qi_0050,q,q_qi_0050,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4682525177915427
q_qi_0047,q,q_qi_0047,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4678913786786236
q_qi_0077,q,q_qi_0077,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.46618694872796684
q_qi_0116,q,q_qi_0116,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4652126925036082
q_qi_0117,q,q_qi_0117,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4652126925036082
q_qi_0147,q,q_qi_0147,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4652126925036082
q_qi_0148,q,q_qi_0148,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4652126925036082
q_qi_0044,q,q_qi_0044,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.46501210071918414
q_qi_0069,q,q_qi_0069,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.46480546402688483
q_qi_0041,q,q_qi_0041,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4640547225392012
q_qi_0074,q,q_qi_0074,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.46104660915175244
q_qi_0110,q,q_qi_0110,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.45937029107363136
q_qi_0111,q,q_qi_0111,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.45937029107363136
q_qi_0112,q,q_qi_0112,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.45937029107363136
q_qi_0113,q,q_qi_0113,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.45937029107363136
q_qi_0114,q,q_qi_0114,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.45937029107363136
q_qi_0115,q,q_qi_0115,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.45937029107363136
q_qi_0068,q,q_qi_0068,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4590307194777184
q_qi_0070,q,q_qi_0070,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.45726708286663187
q_qi_0052,q,q_qi_0052,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4570393899396347
q_qi_0092,q,q_qi_0092,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4539038739815609
q_qi_0076,q,q_qi_0076,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4502671248061
q_qi_0066,q,q_qi_0066,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.45006749335465196
q_qi_0075,q,q_qi_0075,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.44674753037614073
q_qi_0054,q,q_qi_0054,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,-0.4431835140573244
q_qi_0065,q,q_qi_0065,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4399299438959175
q_qi_0063,q,q_qi_0063,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4376778620972186
q_qi_0055,q,q_qi_0055,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.43608016802545924
q_qi_0104,q,q_qi_0104,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.43527357515746234
q_qi_0105,q,q_qi_0105,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.43527357515746234
q_qi_0106,q,q_qi_0106,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.43527357515746234
q_qi_0064,q,q_qi_0064,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4310987006777739
q_qi_0072,q,q_qi_0072,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.4303638375724991
q_qi_0038,q,q_qi_0038,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.43034780017633306
q_qi_0071,q,q_qi_0071,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.41567904488536467
q_qi_0073,q,q_qi_0073,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.40127740264264433
q_qi_0019,q,q_qi_0019,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.3829130401903165
q_qi_0033,q,q_qi_0033,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.3829130401903165
q_qi_0058,q,q_qi_0058,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.3829130401903165
q_qi_0177,q,q_qi_0177,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.3829130401903165
q_qi_0178,q,q_qi_0178,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.3829130401903165
q_qi_0080,q,q_qi_0080,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.3468003901305876
q_qi_0032,q,q_qi_0032,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.29160278461781963
q_qi_0012,q,q_qi_0012,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,-0.009160365078910156
q_qi_0084,q,q_qi_0084,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,-0.009160365078910156
q_qi_0089,q,q_qi_0089,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,-0.009160365078910156
q_qi_0001,q,q_qi_0001,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0002,q,q_qi_0002,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0003,q,q_qi_0003,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0004,q,q_qi_0004,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0005,q,q_qi_0005,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0006,q,q_qi_0006,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0007,q,q_qi_0007,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0008,q,q_qi_0008,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0009,q,q_qi_0009,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0010,q,q_qi_0010,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0011,q,q_qi_0011,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0023,q,q_qi_0023,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0024,q,q_qi_0024,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0026,q,q_qi_0026,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0035,q,q_qi_0035,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0037,q,q_qi_0037,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0062,q,q_qi_0062,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0125,q,q_qi_0125,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0158,q,q_qi_0158,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
q_qi_0183,q,q_qi_0183,weak_or_none,high,questionnaire_item_may_be_close_to_normative_rule,review,0.0
target_encopresis_exact,target,target_encopresis_exact,target_adjacent,critical,direct_target_leakage,drop_for_strict_run,0.8554852355670983
target_enuresis_exact,target,target_enuresis_exact,target_adjacent,critical,direct_target_leakage,drop_for_strict_run,0.8150378442499547
domain_comorbidity_count,domain,domain_comorbidity_count,target_adjacent,critical,target_aggregate_proxy,drop_for_strict_run,0.762289553563339
internal_exact_comorbidity_count,internal,internal_exact_comorbidity_count,strong_proxy,critical,target_aggregate_proxy,drop_for_strict_run,0.7333273152672006
internal_exact_any_positive,internal,internal_exact_any_positive,strong_proxy,critical,target_aggregate_proxy,drop_for_strict_run,0.7141191209425226
domain_any_positive,domain,domain_any_positive,strong_proxy,critical,target_aggregate_proxy,drop_for_strict_run,0.7141191209425226
n_diagnoses,n,n_diagnoses,strong_proxy,critical,target_aggregate_proxy,drop_for_strict_run,0.611857205054652
