recommended_bucket,recommended_reason,caregiver_should_see,psychologist_should_see,system_filled_hidden,caregiver_main_flow,psychologist_main_flow,questionnaire_mode,section_id,section_name,section_order,question_code,question_order,question_group_id,domains,source_type,respondent_expected,administered_by,future_optional_full_caregiver_candidate,concept_name,input_key_primary,input_keys_secondary,derivation_targets,question_role,caregiver_prompt,psychologist_prompt,caregiver_help_text,psychologist_help_text,response_type,scale_name,option_order,option_code,option_label_caregiver,option_label_psychologist,option_value,min_value,max_value,unit,allow_unknown,unknown_option_label,required_in_caregiver_mode,required_in_psychologist_mode,model_criticality,output_criticality,branching_rule,branching_rule_summary,visibility_rule,validation_rule,coverage_role,source_mix_role,terminology_note,caveat_if_skipped,pdf_label,api_field_name,db_group_key,excluded_from_model,supplementary_only,notes
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,conners,Atención y conducta (Conners),3,conners_total,1,conners_total,adhd,score_derivado,child,psychologist,yes,Puntuación total de Conners,conners_total,,conners_total,supporting,"Si dispone del resultado, ingrese la puntuación total de Conners.",Registre la puntuación total de Conners.,"Ingrese el puntaje ya calculado del instrumento, subescala o proxy correspondiente. Si no lo conoce y el campo lo permite, use “No informado”.","Consigne el puntaje ya calculado del instrumento, subescala o proxy correspondiente.",integer,integer_11_63,,,,,,11.0,63.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,derived_support,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Puntuación total de Conners,conners_total,conners,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,ari,Irritabilidad (ARI),1,has_ari_p,1,has_ari_p,conduct,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de ARI del cuidador,has_ari_p,,,direct,¿Se dispone de un resultado válido de ARI del cuidador para este caso?,Indique si hay una administración válida y utilizable de ARI del cuidador.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,1.0,0,No,No,0.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de ARI del cuidador,has_ari_p,ari,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,ari,Irritabilidad (ARI),1,has_ari_p,1,has_ari_p,conduct,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de ARI del cuidador,has_ari_p,,,direct,¿Se dispone de un resultado válido de ARI del cuidador para este caso?,Indique si hay una administración válida y utilizable de ARI del cuidador.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,2.0,1,Sí,Sí,1.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de ARI del cuidador,has_ari_p,ari,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,ari,Irritabilidad (ARI),1,has_ari_sr,1,has_ari_sr,conduct,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de ARI de autorreporte,has_ari_sr,,,direct,¿Se dispone de un resultado válido de ARI de autorreporte para este caso?,Indique si hay una administración válida y utilizable de ARI de autorreporte.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,1.0,0,No,No,0.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de ARI de autorreporte,has_ari_sr,ari,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,ari,Irritabilidad (ARI),1,has_ari_sr,1,has_ari_sr,conduct,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de ARI de autorreporte,has_ari_sr,,,direct,¿Se dispone de un resultado válido de ARI de autorreporte para este caso?,Indique si hay una administración válida y utilizable de ARI de autorreporte.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,2.0,1,Sí,Sí,1.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de ARI de autorreporte,has_ari_sr,ari,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,cbcl,Comportamiento y emociones (CBCL),2,has_cbcl,1,has_cbcl,adhd|anxiety|conduct|depression|elimination,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de CBCL,has_cbcl,,,direct,¿Se dispone de un resultado válido de CBCL para este caso?,Indique si hay una administración válida y utilizable de CBCL.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,1.0,0,No,No,0.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de CBCL,has_cbcl,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,cbcl,Comportamiento y emociones (CBCL),2,has_cbcl,1,has_cbcl,adhd|anxiety|conduct|depression|elimination,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de CBCL,has_cbcl,,,direct,¿Se dispone de un resultado válido de CBCL para este caso?,Indique si hay una administración válida y utilizable de CBCL.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,2.0,1,Sí,Sí,1.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de CBCL,has_cbcl,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,conners,Atención y conducta (Conners),3,has_conners,1,has_conners,adhd,disponibilidad_instrumental,clinician,psychologist,no,Disponibilidad de Conners,has_conners,,,direct,¿Se dispone de un resultado válido de Conners para este caso?,Indique si hay una administración válida y utilizable de Conners.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,1.0,0,No,No,0.0,,,score,yes,No informado,no,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de Conners,has_conners,conners,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,conners,Atención y conducta (Conners),3,has_conners,1,has_conners,adhd,disponibilidad_instrumental,clinician,psychologist,no,Disponibilidad de Conners,has_conners,,,direct,¿Se dispone de un resultado válido de Conners para este caso?,Indique si hay una administración válida y utilizable de Conners.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,2.0,1,Sí,Sí,1.0,,,score,yes,No informado,no,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de Conners,has_conners,conners,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,icut,Rasgos emocionales e interpersonales (ICU),5,has_icut,1,has_icut,conduct,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de ICU,has_icut,,has_icut,supporting,¿Se dispone de un resultado válido de ICU para este caso?,Indique si hay una administración válida y utilizable de ICU.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,1.0,0,No,No,0.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,derived_support,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de ICU,has_icut,icut,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,icut,Rasgos emocionales e interpersonales (ICU),5,has_icut,1,has_icut,conduct,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de ICU,has_icut,,has_icut,supporting,¿Se dispone de un resultado válido de ICU para este caso?,Indique si hay una administración válida y utilizable de ICU.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,2.0,1,Sí,Sí,1.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,derived_support,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de ICU,has_icut,icut,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,scared,Ansiedad (SCARED),7,has_scared_p,1,has_scared_p,anxiety,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de SCARED del cuidador,has_scared_p,,,direct,¿Se dispone de un resultado válido de SCARED del cuidador para este caso?,Indique si hay una administración válida y utilizable de SCARED del cuidador.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,1.0,0,No,No,0.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de SCARED del cuidador,has_scared_p,scared,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,scared,Ansiedad (SCARED),7,has_scared_p,1,has_scared_p,anxiety,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de SCARED del cuidador,has_scared_p,,,direct,¿Se dispone de un resultado válido de SCARED del cuidador para este caso?,Indique si hay una administración válida y utilizable de SCARED del cuidador.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,2.0,1,Sí,Sí,1.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de SCARED del cuidador,has_scared_p,scared,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,scared,Ansiedad (SCARED),7,has_scared_sr,1,has_scared_sr,anxiety,disponibilidad_instrumental,clinician,psychologist,no,Disponibilidad de SCARED de autorreporte,has_scared_sr,,,direct,¿Se dispone de un resultado válido de SCARED de autorreporte para este caso?,Indique si hay una administración válida y utilizable de SCARED de autorreporte.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,1.0,0,No,No,0.0,,,score,yes,No informado,no,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de SCARED de autorreporte,has_scared_sr,scared,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,scared,Ansiedad (SCARED),7,has_scared_sr,1,has_scared_sr,anxiety,disponibilidad_instrumental,clinician,psychologist,no,Disponibilidad de SCARED de autorreporte,has_scared_sr,,,direct,¿Se dispone de un resultado válido de SCARED de autorreporte para este caso?,Indique si hay una administración válida y utilizable de SCARED de autorreporte.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,2.0,1,Sí,Sí,1.0,,,score,yes,No informado,no,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de SCARED de autorreporte,has_scared_sr,scared,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,has_sdq,1,has_sdq,adhd|anxiety|conduct|depression|elimination,disponibilidad_instrumental,clinician,psychologist,no,Disponibilidad de SDQ,has_sdq,,,direct,¿Se dispone de un resultado válido de SDQ para este caso?,Indique si hay una administración válida y utilizable de SDQ.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,1.0,0,No,No,0.0,,,score,yes,No informado,no,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de SDQ,has_sdq,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,has_sdq,1,has_sdq,adhd|anxiety|conduct|depression|elimination,disponibilidad_instrumental,clinician,psychologist,no,Disponibilidad de SDQ,has_sdq,,,direct,¿Se dispone de un resultado válido de SDQ para este caso?,Indique si hay una administración válida y utilizable de SDQ.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,2.0,1,Sí,Sí,1.0,,,score,yes,No informado,no,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de SDQ,has_sdq,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,swan,Atención e hiperactividad (SWAN),9,has_swan,1,has_swan,adhd,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de SWAN,has_swan,,,direct,¿Se dispone de un resultado válido de SWAN para este caso?,Indique si hay una administración válida y utilizable de SWAN.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,1.0,0,No,No,0.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de SWAN,has_swan,swan,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,swan,Atención e hiperactividad (SWAN),9,has_swan,1,has_swan,adhd,disponibilidad_instrumental,clinician,clinician,no,Disponibilidad de SWAN,has_swan,,,direct,¿Se dispone de un resultado válido de SWAN para este caso?,Indique si hay una administración válida y utilizable de SWAN.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,2.0,1,Sí,Sí,1.0,,,score,yes,No informado,yes,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de SWAN,has_swan,swan,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,ysr,Autorreporte complementario (YSR),10,has_ysr,1,has_ysr,adhd,disponibilidad_instrumental,clinician,psychologist,no,Disponibilidad de YSR,has_ysr,,,direct,¿Se dispone de un resultado válido de YSR para este caso?,Indique si hay una administración válida y utilizable de YSR.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,1.0,0,No,No,0.0,,,score,yes,No informado,no,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de YSR,has_ysr,ysr,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,ysr,Autorreporte complementario (YSR),10,has_ysr,1,has_ysr,adhd,disponibilidad_instrumental,clinician,psychologist,no,Disponibilidad de YSR,has_ysr,,,direct,¿Se dispone de un resultado válido de YSR para este caso?,Indique si hay una administración válida y utilizable de YSR.,Marque Sí solo si el instrumento fue aplicado y puede registrarse una puntuación utilizable.,Marque Sí solo si existe una administración válida con datos utilizables para este caso.,boolean,boolean_yes_no,2.0,1,Sí,Sí,1.0,,,score,yes,No informado,no,yes,high,high,if_has_flag,"Si la disponibilidad del instrumento es “No”, el bloque asociado puede omitirse.",always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Disponibilidad de YSR,has_ysr,ysr,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,icut,Rasgos emocionales e interpersonales (ICU),5,icut_total,1,icut_total,conduct,score_derivado,clinician,clinician,no,Puntuación total de ICU,icut_total,,icut_total,supporting,"Si dispone del resultado, ingrese la puntuación total de ICU.",Registre la puntuación total de ICU.,"Ingrese el puntaje ya calculado del instrumento, subescala o proxy correspondiente. Si no lo conoce y el campo lo permite, use “No informado”.","Consigne el puntaje ya calculado del instrumento, subescala o proxy correspondiente.",integer,integer_6_60,,,,,,6.0,60.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,derived_support,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Puntuación total de ICU,icut_total,icut,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,mfq,Estado de ánimo (MFQ),6,mfq_p_total,1,mfq_p_total,depression,score_derivado,clinician,clinician,no,Puntuación total de MFQ del cuidador,mfq_p_total,,mfq_p_total,supporting,"Si dispone del resultado, ingrese la puntuación total de MFQ del cuidador.",Registre la puntuación total de MFQ del cuidador.,"Ingrese el puntaje ya calculado del instrumento, subescala o proxy correspondiente. Si no lo conoce y el campo lo permite, use “No informado”.","Consigne el puntaje ya calculado del instrumento, subescala o proxy correspondiente.",integer,integer_0_60,,,,,,0.0,60.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,derived_support,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Puntuación total de MFQ del cuidador,mfq_p_total,mfq,no,no,final_scope_only
hidden_system,Dato técnico/administrativo; debe autocompletarse en backend y no preguntarse al usuario.,no,no,yes,no,no,both,demographics,Datos básicos,4,release,1,release,adhd|anxiety|conduct|elimination,general,clinician,clinician,no,Versión administrativa del registro,release,,,direct,Registre la versión administrativa asociada al caso.,Registre la versión administrativa asociada al caso.,Este campo suele venir precargado por el sistema.,Campo administrativo; consigne la versión válida del registro.,integer,integer_11_11,,,,,,11.0,11.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Versión administrativa del registro,release,demographics,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,scared,Ansiedad (SCARED),7,scared_p_01,1,scared_p_01,anxiety,general,clinician,psychologist,no,Ítem 01 del SCARED (cuidador),scared_p_01,,,direct,SCARED del cuidador — Ítem 01. Lea el enunciado oficial y marque la opción que mejor corresponda.,SCARED del cuidador — Ítem 01. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del instrumento y responda según la frecuencia o intensidad reportada para el niño o la niña.,Consigne la puntuación del ítem según la aplicación válida del SCARED del cuidador.,ordinal,ordinal_0_2,1.0,0,Nunca o no es cierto,Nunca o no es cierto,0.0,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 01 del SCARED (cuidador),scared_p_01,scared,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,scared,Ansiedad (SCARED),7,scared_p_01,1,scared_p_01,anxiety,general,clinician,psychologist,no,Ítem 01 del SCARED (cuidador),scared_p_01,,,direct,SCARED del cuidador — Ítem 01. Lea el enunciado oficial y marque la opción que mejor corresponda.,SCARED del cuidador — Ítem 01. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del instrumento y responda según la frecuencia o intensidad reportada para el niño o la niña.,Consigne la puntuación del ítem según la aplicación válida del SCARED del cuidador.,ordinal,ordinal_0_2,2.0,1,A veces o parcialmente,A veces o parcialmente,1.0,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 01 del SCARED (cuidador),scared_p_01,scared,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,scared,Ansiedad (SCARED),7,scared_p_01,1,scared_p_01,anxiety,general,clinician,psychologist,no,Ítem 01 del SCARED (cuidador),scared_p_01,,,direct,SCARED del cuidador — Ítem 01. Lea el enunciado oficial y marque la opción que mejor corresponda.,SCARED del cuidador — Ítem 01. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del instrumento y responda según la frecuencia o intensidad reportada para el niño o la niña.,Consigne la puntuación del ítem según la aplicación válida del SCARED del cuidador.,ordinal,ordinal_0_2,3.0,2,Frecuente o muy cierto,Frecuente o muy cierto,2.0,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 01 del SCARED (cuidador),scared_p_01,scared,no,no,final_scope_only
